2048	1137	1137	0.0032624698207
2056	1137	1137	0.000379419438058
2064	303	303	0.0678252322102
2072	958	3315	2.08187571302
2080	3059	3059	0.00866196329219
2088	735	735	0.000587879005597
2096	14548	14548	0.48071372354
2104	2186	2186	0.865991300921
2112	25	25	0.207433863604
2120	1761	1761	0.165621446121
2128	3175	68463	6.63608836613
2136	4779	4779	0.583057810892
2144	27467	27467	0.0968014093155
2152	524	524	0.00143759150328
2160	295	295	0.178627577671
2168	303	303	0.00220075337842
2176	9200	9200	0.31115103855
2184	478	321	2.44594961899
2192	4598	4598	0.411867794337
2200	12	12	0.0349555532231
2208	9200	9200	0.462849356463
2216	36840	36840	3.14046353402e-05
2224	90563	1510	0.727793155146
2232	63	63	0.0068753143087
2240	11	318	3.13851885501
2248	25	25	0.00171313442758
2256	1301	7056	3.83119406271
2264	383	383	1.59978606107
2272	40007	331	3.40604818874
2280	383	1301	2.55237540018
2288	220	220	1.26926022757
2296	25	25	0.00369742622947
2304	3059	3059	0.00300932837752
2312	8	8	0.00594747573208
2320	12097	11	8.82088006706
2328	1010	15473	4.97935535254
2336	25	25	1.26220488211
2344	9397	9397	0.0171453821487
2352	63266	279	6.20935674331
2360	9200	9200	0.197473089503
2368	279	1572	3.11128486585
2376	9200	9200	1.20471331808
2384	424	424	1.78687901937
2392	6297	6297	0.261526339119
2400	1074	1074	0.000387278100177
2408	636	636	0.000950115111795
2416	22	23	2.41894118243
2424	13506	13506	0.0121854769747
2432	3464	76	6.58338225826
2440	3464	3464	0.396098492325
2448	314	314	0.00459167878274
2456	6487	2186	5.93255383118
2464	9397	14	3.01373776089
2472	264	2420	2.8212185332
2480	3059	3059	0.0780114008177
2488	198	198	0.00553476786915
2496	735	735	0.00300683942589
2504	735	735	0.617296922087
2512	2308	2308	1.50814718792
2520	7333	44572	8.65242882029
2528	4011	803	1.91653321852
2536	36840	36840	5.45966411316e-05
2544	91	91	0.000862361459031
2552	4493	4493	0.293094487249
2560	49051	49051	0.043977915825
2568	13540	13540	1.00744998627
2576	13506	13506	0.0061122267859
2584	90563	90563	0.545577248745
2592	5409	5409	0.0333785403748
2600	380	1844	5.36676353618
2608	13914	13914	0.654720938118
2616	13540	13540	0.0150405115575
2624	13506	13506	0.00334127454813
2632	91	91	0.000462562994656
2640	1723	1723	0.0504887882212
2648	2426	2426	0.136641235427
2656	1118	1118	0.0201600523217
2664	2163	2163	0.000113612418087
2672	13914	13914	1.38970730343
2680	25587	25587	0.433790345501
2688	13506	13506	0.00323262083121
2696	91	91	0.000396422345688
2704	4912	4912	0.0398683182196
2712	443	443	0.179734081561
2720	310	310	0.352226169176
2728	4581	7308	3.54129310066
2736	528	528	0.66322381173
2744	14	14	0.0907527071818
2752	66394	66394	0.73221011223
2760	90563	90563	0.370113941776
2768	11	11	0.821629850107
2776	310	310	0.118910835451
2784	799	2892	3.89825813063
2792	958	1459	2.78335286927
2800	318	25	7.30018056297
2808	68022	68022	0.455980128826
2816	12	12	0.000833561242555
2824	6761	2713	1.12856689894
2832	15167	15167	0.0112629850888
2840	318	318	0.543792078305
2848	1277	1277	0.000100755387948
2856	73801	73801	0.0145002890564
2864	11	11	0.667223654286
2872	21359	27736	1.02817190423
2880	1558	1558	0.858224575823
2888	30644	30644	1.13403565745
2896	13	13	0.255405418633
2904	3059	3059	0.0150212932916
2912	8	8	0.0189080316377
2920	3689	25429	5.38246998225
2928	310	310	0.819082403536
2936	14548	3728	1.58530801465
2944	321	318	4.74610888684
2952	8	466	3.22840702072
2960	14	14	0.0118394537769
2968	66394	66394	0.00586621171759
2976	1137	1137	0.00103051327464
2984	63	63	0.0046672475493
2992	4786	4786	0.67859856503
3000	359	359	0.00234525876821
3008	27	27	0.439100593466
3016	13506	13506	0.00129853781018
3024	69	76	4.43980015543
3032	15	63	11.1910570042
3040	17	17	0.00401357062517
3048	364	303	2.85355917696
3056	2663	20112	1.67124842233
3064	7370	7370	0.344280580063
3072	19	19	0.0097277557415
3080	13506	13506	0.00305477592353
3088	90563	90563	0.407894654608
3096	443	20112	2.65167281117
3104	381	381	0.488711674657
3112	25	25	0.0957734334478
3120	2163	2163	3.17814552346e-05
3128	42763	42763	0.0342574846958
3136	2308	11	3.44917301527
3144	364	4346	2.9690606077
3152	735	735	0.0269352704167
3160	11671	63	6.83751534399
3168	10530	2723	11.4124586787
3176	13	44984	4.49060344443
3184	30644	5081	2.36400843533
3192	514	281	2.72206773776
3200	3010	3010	2.16844359088
3208	980	980	0.0035443400737
3216	82637	82637	0.76786834363
3224	21425	17709	0.815809685263
3232	1043	1043	0.0938299614143
3240	735	735	0.000640014718552
3248	310	310	0.587999288823
3256	198	198	0.0378851732028
3264	63	63	0.387122314095
3272	784	2186	4.92396581345
3280	8	25587	1.75606150145
3288	1284	2149	2.95642574822
3296	735	735	0.000350871221787
3304	4364	37435	4.53269752325
3312	62771	62771	0.0785136035149
3320	30644	1137	1.27112668676
3328	2772	75	9.24159530613
3336	2444	2444	0.287725347667
3344	70221	70221	0.00709792338782
3352	198	198	0.0102552991156
3360	426	426	0.0181119322871
3368	264	264	0.113946508778
3376	9200	9200	0.873792449524
3384	318	310	5.2389660998
3392	8	8	0.200611568251
3400	45759	1284	6.12265165894
3408	310	364	2.08783871599
3416	11	318	2.11813114478
3424	90563	1510	2.00825044889
3432	735	735	0.00102069251097
3440	3059	3059	0.0811656297411
3448	198	198	0.011547606352
3456	46369	5375	4.75505994639
3464	2186	2186	1.57454940458
3472	25	25	0.00239067423757
3480	198	198	0.0098034464477
3488	5200	5200	0.752627379074
3496	29456	27	11.8902536062
3504	13	318	3.2879775015
3512	11591	12	11.1726983356
3520	18763	636	3.22535174702
3528	18	12	6.56696557088
3536	1277	1277	0.000137445999993
3544	1502	1502	0.0355261263642
3552	90563	90563	0.530941889225
3560	43265	43265	0.719000226158
3568	3337	3337	0.0281628358513
3576	1558	1558	0.149427331646
3584	21181	68099	2.06588853037
3592	1203	1203	0.292656121911
3600	999	9966	6.94647129231
3608	1203	1203	0.0227866004333
3616	29397	25	5.96180105096
3624	310	3010	4.68032175798
3632	9200	310	2.78135705251
3640	44	44	0.00463156182659
3648	38	38	0.27464316742
3656	14	14	0.042350860107
3664	2163	2163	0.000104208204704
3672	79636	79636	0.02199997578
3680	11	11	0.168381510408
3688	34098	34098	0.00141276961776
3696	424	279	1.98990314546
3704	5331	5331	0.0317244572069
3712	14	14	0.0378898263181
3720	37	37	0.000309694789621
3728	703	529	2.76321424813
3736	462	462	0.179626747974
3744	869	19396	10.0722637618
3752	14	14	0.101044636764
3760	198	198	0.0477181561821
3768	2743	10832	6.47685848082
3776	13797	20744	3.88268761046
3784	9200	735	3.06152939471
3792	8159	8159	0.0118580777973
3800	813	813	0.811431635551
