2048	1137	1137	0.000909497948808
2056	1137	1137	0.000665016417269
2064	303	303	0.0336567638471
2072	958	3315	2.09529078935
2080	3059	3059	0.00179730489022
2088	735	735	0.000361074187477
2096	14548	11	2.44436457135
2104	2186	2186	0.972017533714
2112	25	25	0.257549106604
2120	1761	1761	0.0602566576619
2128	3175	68463	5.4478056684
2136	4779	4779	0.602644865366
2144	27467	27467	0.0518810442921
2152	524	524	0.00349599053749
2160	295	295	0.743193526624
2168	303	303	0.00476472559931
2176	9200	9200	0.171415174181
2184	478	321	1.56176250317
2192	4598	9200	1.62595385415
2200	12	12	0.0205585337716
2208	9200	9200	0.748489807693
2216	36840	36840	1.1319370099e-05
2224	90563	90563	0.688898042188
2232	63	63	0.00675071771152
2240	11	318	3.98508077629
2248	25	25	0.00151649094923
2256	1301	1301	1.71180319058
2264	383	383	1.4082173497
2272	40007	2186	3.15653820618
2280	383	958	3.38204571597
2288	220	220	0.959330424774
2296	25	25	0.00796522257242
2304	3059	3059	0.0141516631493
2312	8	8	0.00171829642183
2320	12097	63	8.80279415927
2328	1010	15473	3.78466845507
2336	25	25	0.0800918081622
2344	9397	9397	0.00239391411122
2352	63266	279	5.65357040992
2360	9200	9200	0.118243021601
2368	279	1572	2.81265252867
2376	9200	9200	1.52777107659
2384	424	424	2.23951690181
2392	6297	6297	0.253700995175
2400	1074	1074	0.000401066947944
2408	636	636	0.00154585378265
2416	22	23	2.41218217404
2424	13506	13506	0.00586154991033
2432	3464	76	7.15185023442
2440	3464	3464	0.0919856649584
2448	314	314	0.00351013031119
2456	6487	2186	7.03519821752
2464	9397	14	2.75870118593
2472	264	2420	3.66589188792
2480	3059	3059	0.0311416017382
2488	198	198	0.00128178590082
2496	735	735	0.00398635361808
2504	735	9200	0.971661895386
2512	2308	12	2.60310970471
2520	7333	1267	9.25983809414
2528	4011	4011	0.917507543567
2536	36840	36840	0.000122454162096
2544	91	91	0.000317342529911
2552	4493	4493	0.0880614607889
2560	49051	49051	0.0447856207706
2568	13540	13540	0.292638674134
2576	13506	13506	0.00269704377078
2584	90563	90563	0.533326853731
2592	5409	5409	0.0168743693136
2600	380	1844	4.86015912791
2608	13914	13914	0.484911409374
2616	13540	13540	0.00372892517901
2624	13506	13506	0.00039783000512
2632	91	91	0.00021859148217
2640	1723	1723	0.0788288268477
2648	2426	2426	0.0603760361538
2656	1118	1118	0.0136011775741
2664	2163	2163	0.00110748227359
2672	13914	13914	1.45940091057
2680	25587	25587	0.808780107367
2688	13506	13506	0.0010465855206
2696	91	91	0.000276744339065
2704	4912	4912	0.0030252987208
2712	443	443	0.0929193333545
2720	310	310	0.3287106949
2728	4581	7308	2.3806501938
2736	528	528	0.87071801887
2744	14	14	0.067516541209
2752	66394	66394	0.0507120951767
2760	90563	90563	0.293487566394
