1024	313	313	0.000880547896436
1056	198	198	0.193308712656
1088	4763	2612	1.98666082459
1120	3654	3654	0.000575457706748
1152	198	198	0.0164216389709
1184	21	21	0.00735240137253
1216	262	262	0.000291262560882
1248	283	283	0.0150409797619
1280	492	492	0.000140170030495
1312	198	198	0.238439989171
1344	23	2721	5.33570797593
1376	68572	68572	0.0157810523825
1408	713	713	1.0716112428
1440	14	14	0.0395239274024
1472	20	15	1.20440305971
1504	309	309	0.000384090583704
1536	333	333	7.92292260279e-05
1568	374	374	0.00275677390508
1600	1174	1174	0.00545656715433
1632	1262	1044	5.77952704142
1664	198	198	0.00172114180305
1696	8	8	0.000194547789437
1728	285	285	0.0011967301579
1760	8386	8386	0.00016888967119
1792	15	15	0.000752742414246
1824	471	471	0.0593727469915
1856	713	713	0.19213308088
1888	36346	36346	0.000184877421987
1920	36346	36346	0.0221803191071
1952	20	20	0.0842160530877
1984	198	198	0.0018264639293
2016	593	593	0.00170939668722
